     i        y          a (AU)     P (y)    Mplan (M_E)     Pcol        Pejc   
  14366    0.92682      14.21247  1.6155e+02  1.0000e+00  2.6945e-08  4.4285e-06
  14367    0.92710      14.26570  1.6246e+02  1.0000e+00  2.6945e-08  4.4619e-06
  14368    0.92737      14.31933  1.6338e+02  1.0000e+00  2.6945e-08  4.4957e-06
  14369    0.92764      14.37337  1.6430e+02  1.0000e+00  2.6945e-08  4.5299e-06
  14370    0.92792      14.42781  1.6524e+02  1.0000e+00  2.6945e-08  4.5645e-06
  14371    0.92819      14.48267  1.6618e+02  1.0000e+00  2.6945e-08  4.5995e-06
  14372    0.92846      14.53795  1.6713e+02  1.0000e+00  2.6945e-08  4.6349e-06
  14373    0.92874      14.59365  1.6810e+02  1.0000e+00  2.6945e-08  4.6707e-06
  14374    0.92901      14.64978  1.6907e+02  1.0000e+00  2.6945e-08  4.7069e-06
  14375    0.92928      14.70634  1.7005e+02  1.0000e+00  2.6945e-08  4.7435e-06
  14376    0.92956      14.76335  1.7104e+02  1.0000e+00  2.6945e-08  4.7806e-06
  14377    0.92983      14.82079  1.7204e+02  1.0000e+00  2.6945e-08  4.8180e-06
  14378    0.93010      14.87869  1.7304e+02  1.0000e+00  2.6945e-08  4.8560e-06
  14379    0.93037      14.93703  1.7406e+02  1.0000e+00  2.6945e-08  4.8943e-06
  14380    0.93065      14.99584  1.7509e+02  1.0000e+00  2.6945e-08  4.9332e-06
  14381    0.93092      15.05511  1.7613e+02  1.0000e+00  2.6945e-08  4.9725e-06
  14382    0.93119      15.11486  1.7718e+02  1.0000e+00  2.6945e-08  5.0122e-06
  14383    0.93147      15.17508  1.7824e+02  1.0000e+00  2.6945e-08  5.0524e-06
  14384    0.93174      15.23578  1.7931e+02  1.0000e+00  2.6945e-08  5.0932e-06
  14385    0.93201      15.29697  1.8039e+02  1.0000e+00  2.6945e-08  5.1344e-06
  14386    0.93229      15.35865  1.8149e+02  1.0000e+00  2.6945e-08  5.1761e-06
  14387    0.93256      15.42083  1.8259e+02  1.0000e+00  2.6945e-08  5.2183e-06
  14388    0.93283      15.48352  1.8370e+02  1.0000e+00  2.6945e-08  5.2610e-06
  14389    0.93310      15.54672  1.8483e+02  1.0000e+00  2.6945e-08  5.3043e-06
  14390    0.93338      15.61043  1.8597e+02  1.0000e+00  2.6945e-08  5.3481e-06
  14391    0.93365      15.67467  1.8712e+02  1.0000e+00  2.6945e-08  5.3924e-06
  14392    0.93392      15.73945  1.8828e+02  1.0000e+00  2.6945e-08  5.4373e-06
  14393    0.93420      15.80475  1.8945e+02  1.0000e+00  2.6945e-08  5.4827e-06
  14394    0.93447      15.87061  1.9063e+02  1.0000e+00  2.6945e-08  5.5287e-06
  14395    0.93474      15.93701  1.9183e+02  1.0000e+00  2.6945e-08  5.5753e-06
  14396    0.93502      16.00398  1.9304e+02  1.0000e+00  2.6945e-08  5.6225e-06
  14397    0.93529      16.07150  1.9427e+02  1.0000e+00  2.6945e-08  5.6703e-06
  14398    0.93556      16.13961  1.9550e+02  1.0000e+00  2.6945e-08  5.7187e-06
  14399    0.93584      16.20828  1.9675e+02  1.0000e+00  2.6945e-08  5.7677e-06
  14400    0.93611      16.27755  1.9801e+02  1.0000e+00  2.6945e-08  5.8173e-06
  14401    0.93638      16.34741  1.9929e+02  1.0000e+00  2.6945e-08  5.8676e-06
  14402    0.93665      16.41788  2.0058e+02  1.0000e+00  2.6945e-08  5.9185e-06
  14403    0.93693      16.48895  2.0188e+02  1.0000e+00  2.6945e-08  5.9701e-06
  14404    0.93720      16.56064  2.0320e+02  1.0000e+00  2.6945e-08  6.0223e-06
  14405    0.93747      16.63296  2.0453e+02  1.0000e+00  2.6945e-08  6.0753e-06
  14406    0.93775      16.70591  2.0588e+02  1.0000e+00  2.6945e-08  6.1289e-06
  14407    0.93802      16.77951  2.0724e+02  1.0000e+00  2.6945e-08  6.1833e-06
  14408    0.93829      16.85376  2.0862e+02  1.0000e+00  2.6945e-08  6.2384e-06
  14409    0.93857      16.92866  2.1001e+02  1.0000e+00  2.6945e-08  6.2942e-06
  14410    0.93884      17.00424  2.1142e+02  1.0000e+00  2.6945e-08  6.3508e-06
  14411    0.93911      17.08049  2.1284e+02  1.0000e+00  2.6945e-08  6.4081e-06
  14412    0.93938      17.15743  2.1428e+02  1.0000e+00  2.6945e-08  6.4662e-06
  14413    0.93966      17.23507  2.1574e+02  1.0000e+00  2.6945e-08  6.5251e-06
  14414    0.93993      17.31341  2.1721e+02  1.0000e+00  2.6945e-08  6.5848e-06
  14415    0.94020      17.39247  2.1870e+02  1.0000e+00  2.6945e-08  6.6453e-06
  14416    0.94048      17.47225  2.2021e+02  1.0000e+00  2.6945e-08  6.7067e-06
  14417    0.94075      17.55277  2.2173e+02  1.0000e+00  2.6945e-08  6.7689e-06
  14418    0.94102      17.63403  2.2327e+02  1.0000e+00  2.6945e-08  6.8319e-06
  14419    0.94130      17.71605  2.2483e+02  1.0000e+00  2.6945e-08  6.8959e-06
  14420    0.94157      17.79884  2.2641e+02  1.0000e+00  2.6945e-08  6.9607e-06
  14421    0.94184      17.88240  2.2801e+02  1.0000e+00  2.6945e-08  7.0265e-06
  14422    0.94212      17.96675  2.2962e+02  1.0000e+00  2.6945e-08  7.0932e-06
  14423    0.94239      18.05190  2.3126e+02  1.0000e+00  2.6945e-08  7.1609e-06
  14424    0.94266      18.13787  2.3291e+02  1.0000e+00  2.6945e-08  7.2295e-06
  14425    0.94293      18.22465  2.3459e+02  1.0000e+00  2.6945e-08  7.2991e-06
  14426    0.94321      18.31227  2.3628e+02  1.0000e+00  2.6945e-08  7.3697e-06
  14427    0.94348      18.40074  2.3799e+02  1.0000e+00  2.6945e-08  7.4413e-06
  14428    0.94375      18.49006  2.3973e+02  1.0000e+00  2.6945e-08  7.5140e-06
  14429    0.94403      18.58026  2.4148e+02  1.0000e+00  2.6945e-08  7.5878e-06
  14430    0.94430      18.67134  2.4326e+02  1.0000e+00  2.6945e-08  7.6626e-06
  14431    0.94457      18.76332  2.4506e+02  1.0000e+00  2.6945e-08  7.7386e-06
  14432    0.94485      18.85621  2.4688e+02  1.0000e+00  2.6945e-08  7.8156e-06
  14433    0.94512      18.95002  2.4873e+02  1.0000e+00  2.6945e-08  7.8939e-06
  14434    0.94539      19.04477  2.5060e+02  1.0000e+00  2.6945e-08  7.9733e-06
  14435    0.94566      19.14048  2.5249e+02  1.0000e+00  2.6945e-08  8.0539e-06
  14436    0.94594      19.23715  2.5440e+02  1.0000e+00  2.6945e-08  8.1357e-06
  14437    0.94621      19.33480  2.5634e+02  1.0000e+00  2.6945e-08  8.2188e-06
  14438    0.94648      19.43345  2.5831e+02  1.0000e+00  2.6945e-08  8.3031e-06
  14439    0.94676      19.53311  2.6030e+02  1.0000e+00  2.6945e-08  8.3888e-06
  14440    0.94703      19.63379  2.6231e+02  1.0000e+00  2.6945e-08  8.4758e-06
  14441    0.94730      19.73553  2.6435e+02  1.0000e+00  2.6945e-08  8.5641e-06
  14442    0.94758      19.83832  2.6642e+02  1.0000e+00  2.6945e-08  8.6539e-06
  14443    0.94785      19.94218  2.6852e+02  1.0000e+00  2.6945e-08  8.7450e-06
  14444    0.94812      20.04714  2.7064e+02  1.0000e+00  2.6945e-08  8.8376e-06
  14445    0.94840      20.15321  2.7279e+02  1.0000e+00  2.6945e-08  8.9316e-06
  14446    0.94867      20.26041  2.7497e+02  1.0000e+00  2.6945e-08  9.0272e-06
  14447    0.94894      20.36876  2.7718e+02  1.0000e+00  2.6945e-08  9.1243e-06
  14448    0.94921      20.47827  2.7942e+02  1.0000e+00  2.6945e-08  9.2229e-06
  14449    0.94949      20.58897  2.8168e+02  1.0000e+00  2.6945e-08  9.3232e-06
  14450    0.94976      20.70086  2.8398e+02  1.0000e+00  2.6945e-08  9.4251e-06
  14451    0.95003      20.81399  2.8632e+02  1.0000e+00  2.6945e-08  9.5287e-06
  14452    0.95031      20.92835  2.8868e+02  1.0000e+00  2.6945e-08  9.6340e-06
  14453    0.95058      21.04398  2.9107e+02  1.0000e+00  2.6945e-08  9.7411e-06
  14454    0.95085      21.16089  2.9350e+02  1.0000e+00  2.6945e-08  9.8499e-06
  14455    0.95113      21.27911  2.9597e+02  1.0000e+00  2.6945e-08  9.9606e-06
  14456    0.95140      21.39866  2.9846e+02  1.0000e+00  2.6945e-08  1.0073e-05
  14457    0.95167      21.51956  3.0100e+02  1.0000e+00  2.6945e-08  1.0188e-05
  14458    0.95194      21.64183  3.0357e+02  1.0000e+00  2.6945e-08  1.0304e-05
  14459    0.95222      21.76550  3.0617e+02  1.0000e+00  2.6945e-08  1.0422e-05
  14460    0.95249      21.89059  3.0881e+02  1.0000e+00  2.6945e-08  1.0543e-05
  14461    0.95276      22.01713  3.1150e+02  1.0000e+00  2.6945e-08  1.0665e-05
  14462    0.95304      22.14513  3.1422e+02  1.0000e+00  2.6945e-08  1.0790e-05
  14463    0.95331      22.27464  3.1698e+02  1.0000e+00  2.6945e-08  1.0917e-05
  14464    0.95358      22.40567  3.1978e+02  1.0000e+00  2.6945e-08  1.1046e-05
  14465    0.95386      22.53825  3.2262e+02  1.0000e+00  2.6945e-08  1.1178e-05
  14466    0.95413      22.67241  3.2551e+02  1.0000e+00  2.6945e-08  1.1311e-05
  14467    0.95440      22.80817  3.2843e+02  1.0000e+00  2.6945e-08  1.1447e-05
  14468    0.95468      22.94557  3.3141e+02  1.0000e+00  2.6945e-08  1.1586e-05
  14469    0.95495      23.08464  3.3442e+02  1.0000e+00  2.6945e-08  1.1727e-05
  14470    0.95522      23.22540  3.3749e+02  1.0000e+00  2.6945e-08  1.1871e-05
  14471    0.95549      23.36789  3.4060e+02  1.0000e+00  2.6945e-08  1.2018e-05
  14472    0.95577      23.51214  3.4376e+02  1.0000e+00  2.6945e-08  1.2167e-05
  14473    0.95604      23.65818  3.4696e+02  1.0000e+00  2.6945e-08  1.2319e-05
  14474    0.95631      23.80605  3.5022e+02  1.0000e+00  2.6945e-08  1.2473e-05
  14475    0.95659      23.95577  3.5353e+02  1.0000e+00  2.6945e-08  1.2631e-05
  14476    0.95686      24.10739  3.5689e+02  1.0000e+00  2.6945e-08  1.2792e-05
  14477    0.95713      24.26095  3.6031e+02  1.0000e+00  2.6945e-08  1.2956e-05
  14478    0.95741      24.41647  3.6378e+02  1.0000e+00  2.6945e-08  1.3123e-05
  14479    0.95768      24.57400  3.6730e+02  1.0000e+00  2.6945e-08  1.3293e-05
  14480    0.95795      24.73357  3.7089e+02  1.0000e+00  2.6945e-08  1.3467e-05
  14481    0.95822      24.89523  3.7453e+02  1.0000e+00  2.6945e-08  1.3643e-05
  14482    0.95850      25.05902  3.7823e+02  1.0000e+00  2.6945e-08  1.3824e-05
  14483    0.95877      25.22498  3.8200e+02  1.0000e+00  2.6945e-08  1.4008e-05
  14484    0.95904      25.39315  3.8582e+02  1.0000e+00  2.6945e-08  1.4196e-05
  14485    0.95932      25.56357  3.8971e+02  1.0000e+00  2.6945e-08  1.4387e-05
  14486    0.95959      25.73630  3.9367e+02  1.0000e+00  2.6945e-08  1.4583e-05
  14487    0.95986      25.91138  3.9769e+02  1.0000e+00  2.6945e-08  1.4782e-05
  14488    0.96014      26.08886  4.0179e+02  1.0000e+00  2.6945e-08  1.4986e-05
  14489    0.96041      26.26879  4.0595e+02  1.0000e+00  2.6945e-08  1.5194e-05
  14490    0.96068      26.45121  4.1019e+02  1.0000e+00  2.6945e-08  1.5406e-05
  14491    0.96096      26.63619  4.1450e+02  1.0000e+00  2.6945e-08  1.5622e-05
  14492    0.96123      26.82377  4.1888e+02  1.0000e+00  2.6945e-08  1.5844e-05
  14493    0.96150      27.01402  4.2335e+02  1.0000e+00  2.6945e-08  1.6069e-05
  14494    0.96177      27.20698  4.2789e+02  1.0000e+00  2.6945e-08  1.6300e-05
  14495    0.96205      27.40271  4.3252e+02  1.0000e+00  2.6945e-08  1.6536e-05
  14496    0.96232      27.60129  4.3723e+02  1.0000e+00  2.6945e-08  1.6777e-05
  14497    0.96259      27.80276  4.4202e+02  1.0000e+00  2.6945e-08  1.7023e-05
  14498    0.96287      28.00720  4.4691e+02  1.0000e+00  2.6945e-08  1.7275e-05
  14499    0.96314      28.21466  4.5188e+02  1.0000e+00  2.6945e-08  1.7532e-05
  14500    0.96341      28.42522  4.5695e+02  1.0000e+00  2.6945e-08  1.7795e-05
  14501    0.96369      28.63895  4.6211e+02  1.0000e+00  2.6945e-08  1.8064e-05
  14502    0.96396      28.85592  4.6737e+02  1.0000e+00  2.6945e-08  1.8339e-05
  14503    0.96423      29.07620  4.7274e+02  1.0000e+00  2.6945e-08  1.8621e-05
  14504    0.96450      29.29986  4.7820e+02  1.0000e+00  2.6945e-08  1.8909e-05
  14505    0.96478      29.52700  4.8377e+02  1.0000e+00  2.6945e-08  1.9203e-05
  14506    0.96505      29.75768  4.8945e+02  1.0000e+00  2.6945e-08  1.9505e-05
  14507    0.96532      29.99200  4.9524e+02  1.0000e+00  2.6945e-08  1.9814e-05
  14508    0.96560      30.23004  5.0115e+02  1.0000e+00  2.6945e-08  2.0130e-05
  14509    0.96587      30.47188  5.0718e+02  1.0000e+00  2.6945e-08  2.0454e-05
  14510    0.96614      30.71763  5.1333e+02  1.0000e+00  2.6945e-08  2.0786e-05
  14511    0.96642      30.96737  5.1960e+02  1.0000e+00  2.6945e-08  2.1125e-05
  14512    0.96669      31.22121  5.2600e+02  1.0000e+00  2.6945e-08  2.1474e-05
  14513    0.96696      31.47924  5.3254e+02  1.0000e+00  2.6945e-08  2.1830e-05
  14514    0.96724      31.74157  5.3921e+02  1.0000e+00  2.6945e-08  2.2196e-05
  14515    0.96751      32.00832  5.4602e+02  1.0000e+00  2.6945e-08  2.2571e-05
  14516    0.96778      32.27958  5.5297e+02  1.0000e+00  2.6945e-08  2.2956e-05
  14517    0.96805      32.55548  5.6008e+02  1.0000e+00  2.6945e-08  2.3351e-05
  14518    0.96833      32.83614  5.6734e+02  1.0000e+00  2.6945e-08  2.3755e-05
  14519    0.96860      33.12168  5.7475e+02  1.0000e+00  2.6945e-08  2.4171e-05
  14520    0.96887      33.41222  5.8233e+02  1.0000e+00  2.6945e-08  2.4597e-05
  14521    0.96915      33.70791  5.9008e+02  1.0000e+00  2.6945e-08  2.5035e-05
  14522    0.96942      34.00888  5.9800e+02  1.0000e+00  2.6945e-08  2.5484e-05
  14523    0.96969      34.31528  6.0610e+02  1.0000e+00  2.6945e-08  2.5946e-05
  14524    0.96997      34.62724  6.1438e+02  1.0000e+00  2.6945e-08  2.6421e-05
  14525    0.97024      34.94493  6.2286e+02  1.0000e+00  2.6945e-08  2.6908e-05
  14526    0.97051      35.26850  6.3153e+02  1.0000e+00  2.6945e-08  2.7409e-05
  14527    0.97078      35.59813  6.4040e+02  1.0000e+00  2.6945e-08  2.7925e-05
  14528    0.97106      35.93397  6.4949e+02  1.0000e+00  2.6945e-08  2.8454e-05
  14529    0.97133      36.27620  6.5879e+02  1.0000e+00  2.6945e-08  2.8999e-05
  14530    0.97160      36.62502  6.6831e+02  1.0000e+00  2.6945e-08  2.9560e-05
  14531    0.97188      36.98061  6.7807e+02  1.0000e+00  2.6945e-08  3.0138e-05
  14532    0.97215      37.34318  6.8806e+02  1.0000e+00  2.6945e-08  3.0732e-05
  14533    0.97242      37.71292  6.9831e+02  1.0000e+00  2.6945e-08  3.1344e-05
  14534    0.97270      38.09006  7.0881e+02  1.0000e+00  2.6945e-08  3.1975e-05
  14535    0.97297      38.47482  7.1958e+02  1.0000e+00  2.6945e-08  3.2625e-05
  14536    0.97324      38.86743  7.3062e+02  1.0000e+00  2.6945e-08  3.3294e-05
  14537    0.97352      39.26814  7.4195e+02  1.0000e+00  2.6945e-08  3.3985e-05
  14538    0.97379      39.67719  7.5357e+02  1.0000e+00  2.6945e-08  3.4697e-05
  14539    0.97406      40.09486  7.6550e+02  1.0000e+00  2.6945e-08  3.5432e-05
  14540    0.97433      40.52141  7.7775e+02  1.0000e+00  2.6945e-08  3.6191e-05
  14541    0.97461      40.95714  7.9033e+02  1.0000e+00  2.6945e-08  3.6974e-05
  14542    0.97488      41.40234  8.0325e+02  1.0000e+00  2.6945e-08  3.7782e-05
  14543    0.97515      41.85732  8.1652e+02  1.0000e+00  2.6945e-08  3.8618e-05
  14544    0.97543      42.32242  8.3017e+02  1.0000e+00  2.6945e-08  3.9482e-05
  14545    0.97570      42.79796  8.4420e+02  1.0000e+00  2.6945e-08  4.0374e-05
  14546    0.97597      43.28432  8.5863e+02  1.0000e+00  2.6945e-08  4.1298e-05
  14547    0.97625      43.78186  8.7348e+02  1.0000e+00  2.6945e-08  4.2253e-05
  14548    0.97652      44.29096  8.8876e+02  1.0000e+00  2.6945e-08  4.3242e-05
  14549    0.97679      44.81205  9.0449e+02  1.0000e+00  2.6945e-08  4.4267e-05
  14550    0.97707      45.34554  9.2069e+02  1.0000e+00  2.6945e-08  4.5327e-05
  14551    0.97734      45.89189  9.3738e+02  1.0000e+00  2.6945e-08  4.6427e-05
  14552    0.97761      46.45157  9.5458e+02  1.0000e+00  2.6945e-08  4.7567e-05
  14553    0.97788      47.02507  9.7231e+02  1.0000e+00  2.6945e-08  4.8749e-05
  14554    0.97816      47.61290  9.9060e+02  1.0000e+00  2.6945e-08  4.9976e-05
  14555    0.97843      48.21561  1.0095e+03  1.0000e+00  2.6945e-08  5.1250e-05
  14556    0.97870      48.83378  1.0289e+03  1.0000e+00  2.6945e-08  5.2574e-05
  14557    0.97898      49.46801  1.0491e+03  1.0000e+00  2.6945e-08  5.3949e-05
  14558    0.97925      50.11893  1.0698e+03  1.0000e+00  2.6945e-08  5.5379e-05
  14559    0.97952      50.78721  1.0913e+03  1.0000e+00  2.6945e-08  5.6866e-05
  14560    0.97980      51.47355  1.1135e+03  1.0000e+00  2.6945e-08  5.8414e-05
  14561    0.98007      52.17869  1.1365e+03  1.0000e+00  2.6945e-08  6.0026e-05
  14562    0.98034      52.90342  1.1602e+03  1.0000e+00  2.6945e-08  6.1706e-05
  14563    0.98061      53.64857  1.1848e+03  1.0000e+00  2.6945e-08  6.3457e-05
  14564    0.98089      54.41500  1.2103e+03  1.0000e+00  2.6945e-08  6.5284e-05
  14565    0.98116      55.20366  1.2367e+03  1.0000e+00  2.6945e-08  6.7191e-05
  14566    0.98143      56.01551  1.2641e+03  1.0000e+00  2.6945e-08  6.9183e-05
  14567    0.98171      56.85160  1.2925e+03  1.0000e+00  2.6945e-08  7.1264e-05
  14568    0.98198      57.71302  1.3220e+03  1.0000e+00  2.6945e-08  7.3441e-05
  14569    0.98225      58.60095  1.3526e+03  1.0000e+00  2.6945e-08  7.5719e-05
  14570    0.98253      59.51663  1.3844e+03  1.0000e+00  2.6945e-08  7.8105e-05
  14571    0.98280      60.46138  1.4175e+03  1.0000e+00  2.6945e-08  8.0605e-05
  14572    0.98307      61.43660  1.4520e+03  1.0000e+00  2.6945e-08  8.3227e-05
  14573    0.98335      62.44380  1.4878e+03  1.0000e+00  2.6945e-08  8.5979e-05
  14574    0.98362      63.48458  1.5252e+03  1.0000e+00  2.6945e-08  8.8870e-05
  14575    0.98389      64.56064  1.5641e+03  1.0000e+00  2.6945e-08  9.1909e-05
  14576    0.98416      65.67381  1.6047e+03  1.0000e+00  2.6945e-08  9.5107e-05
  14577    0.98444      66.82603  1.6471e+03  1.0000e+00  2.6945e-08  9.8474e-05
  14578    0.98471      68.01941  1.6915e+03  1.0000e+00  2.6945e-08  1.0202e-04
  14579    0.98498      69.25619  1.7378e+03  1.0000e+00  2.6945e-08  1.0577e-04
  14580    0.98526      70.53878  1.7863e+03  1.0000e+00  2.6945e-08  1.0972e-04
  14581    0.98553      71.86976  1.8371e+03  1.0000e+00  2.6945e-08  1.1390e-04
  14582    0.98580      73.25195  1.8903e+03  1.0000e+00  2.6945e-08  1.1833e-04
  14583    0.98608      74.68834  1.9462e+03  1.0000e+00  2.6945e-08  1.2302e-04
  14584    0.98635      76.18218  2.0049e+03  1.0000e+00  2.6945e-08  1.2799e-04
  14585    0.98662      77.73701  2.0666e+03  1.0000e+00  2.6945e-08  1.3327e-04
  14586    0.98689      79.35662  2.1315e+03  1.0000e+00  2.6945e-08  1.3888e-04
  14587    0.98717      81.04516  2.1999e+03  1.0000e+00  2.6945e-08  1.4485e-04
  14588    0.98744      82.80711  2.2720e+03  1.0000e+00  2.6945e-08  1.5122e-04
  14589    0.98771      84.64738  2.3482e+03  1.0000e+00  2.6945e-08  1.5802e-04
  14590    0.98799      86.57130  2.4287e+03  1.0000e+00  2.6945e-08  1.6528e-04
  14591    0.98826      88.58471  2.5139e+03  1.0000e+00  2.6945e-08  1.7306e-04
  14592    0.98853      90.69401  2.6042e+03  1.0000e+00  2.6945e-08  1.8140e-04
  14593    0.98881      92.90620  2.7001e+03  1.0000e+00  2.6945e-08  1.9036e-04
  14594    0.98908      95.22902  2.8020e+03  1.0000e+00  2.6945e-08  2.0000e-04
  14595    0.98935      97.67096  2.9104e+03  1.0000e+00  2.6945e-08  2.1039e-04
  14596    0.98963     100.24143  3.0261e+03  1.0000e+00  2.6945e-08  2.2161e-04
  14597    0.98990     102.95085  3.1496e+03  1.0000e+00  2.6945e-08  2.3375e-04
  14598    0.99017     105.81081  3.2818e+03  1.0000e+00  2.6945e-08  2.4692e-04
  14599    0.99044     108.83421  3.4234e+03  1.0000e+00  2.6945e-08  2.6124e-04
  14600    0.99072     112.03547  3.5756e+03  1.0000e+00  2.6945e-08  2.7683e-04
  14601    0.99099     115.43077  3.7393e+03  1.0000e+00  2.6945e-08  2.9387e-04
  14602    0.99126     119.03828  3.9160e+03  1.0000e+00  2.6945e-08  3.1253e-04
  14603    0.99154     122.87856  4.1070e+03  1.0000e+00  2.6945e-08  3.3302e-04
  14604    0.99181     126.97488  4.3141e+03  1.0000e+00  2.6945e-08  3.5559e-04
  14605    0.99208     131.35374  4.5392e+03  1.0000e+00  2.6945e-08  3.8054e-04
  14606    0.99236     136.04539  4.7845e+03  1.0000e+00  2.6945e-08  4.0822e-04
  14607    0.99263     141.08462  5.0528e+03  1.0000e+00  2.6945e-08  4.3902e-04
  14608    0.99290     146.51151  5.3471e+03  1.0000e+00  2.6945e-08  4.7344e-04
  14609    0.99317     152.37261  5.6712e+03  1.0000e+00  2.6945e-08  5.1208e-04
  14610    0.99345     158.72218  6.0293e+03  1.0000e+00  2.6945e-08  5.5565e-04
  14611    0.99372     165.62396  6.4268e+03  1.0000e+00  2.6945e-08  6.0503e-04
  14612    0.99399     173.15324  6.8700e+03  1.0000e+00  2.6945e-08  6.6129e-04
  14613    0.99427     181.39970  7.3666e+03  1.0000e+00  2.6945e-08  7.2578e-04
  14614    0.99454     190.47091  7.9260e+03  1.0000e+00  2.6945e-08  8.0019e-04
  14615    0.99481     200.49712  8.5600e+03  1.0000e+00  2.6945e-08  8.8665e-04
  14616    0.99509     211.63752  9.2833e+03  1.0000e+00  2.6945e-08  9.8792e-04
  14617    0.99536     224.08877  1.0114e+04  1.0000e+00  2.6945e-08  1.1076e-03
  14618    0.99563     238.09669  1.1078e+04  1.0000e+00  2.6945e-08  1.2504e-03
